editPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,webLinkTimes,stuck
57.575758,0,3.030303,18.181818,21.212121,8,YES
14.285714,79.591837,0,4.081633,2.040816,1,YES
38.636364,38.636364,6.818182,13.636364,2.272727,6,YES
1.851852,94.444444,0,0,3.703704,6,YES
9.259259,83.333333,1.851852,0,5.555556,4,YES
1.724138,93.103448,0,3.448276,1.724138,5,YES
17.647059,52.941176,3.921569,21.568627,3.921569,7,YES
0,0,0,0,0,8,YES
76.470588,0,0,2.941176,20.588235,15,YES
